Word	FREQcount	CDcount	FREQlow	Cdlow	SUBTLWF	Lg10WF	SUBTLCD	Lg10CD	syllable_count
infirmity	11	9	11	9	0.22	1.0792	0.11	1.0	4.0
ingenuous	11	9	11	9	0.22	1.0792	0.11	1.0	4.0
ingratiate	10	9	10	9	0.2	1.0414	0.11	1.0	4.0
inheriting	10	9	10	9	0.2	1.0414	0.11	1.0	4.0
innovator	10	9	9	8	0.2	1.0414	0.11	1.0	4.0
innuendos	9	9	9	9	0.18	1.0	0.11	1.0	4.0
inoculate	18	9	18	9	0.35	1.2788	0.11	1.0	4.0
inoffensive	12	9	11	9	0.24	1.1139	0.11	1.0	4.0
instituting	9	9	9	9	0.18	1.0	0.11	1.0	4.0
interventions	10	9	8	8	0.2	1.0414	0.11	1.0	4.0
introspection	9	9	8	8	0.18	1.0	0.11	1.0	4.0
inventories	9	9	9	9	0.18	1.0	0.11	1.0	4.0
irregulars	11	9	11	9	0.22	1.0792	0.11	1.0	4.0
levitation	9	9	6	6	0.18	1.0	0.11	1.0	4.0
liberators	10	9	10	9	0.2	1.0414	0.11	1.0	4.0
maladjusted	10	9	10	9	0.2	1.0414	0.11	1.0	4.0
mechanically	10	9	10	9	0.2	1.0414	0.11	1.0	4.0
meditative	11	9	11	9	0.22	1.0792	0.11	1.0	4.0
menopausal	9	9	7	7	0.18	1.0	0.11	1.0	4.0
metaphysics	10	9	7	7	0.2	1.0414	0.11	1.0	4.0
meteoric	9	9	8	8	0.18	1.0	0.11	1.0	4.0
misadventures	9	9	8	8	0.18	1.0	0.11	1.0	4.0
monasteries	14	9	14	9	0.27	1.1761	0.11	1.0	4.0
motivating	9	9	9	9	0.18	1.0	0.11	1.0	4.0
multitasking	10	9	10	9	0.2	1.0414	0.11	1.0	4.0
narcolepsy	12	9	8	6	0.24	1.1139	0.11	1.0	4.0
nepotism	9	9	7	7	0.18	1.0	0.11	1.0	4.0
nonresponsive	9	9	6	6	0.18	1.0	0.11	1.0	4.0
noticeably	10	9	9	8	0.2	1.0414	0.11	1.0	4.0
obsequious	10	9	9	8	0.2	1.0414	0.11	1.0	4.0
odometer	11	9	11	9	0.22	1.0792	0.11	1.0	4.0
Olympia	28	9	0	0	0.55	1.4624	0.11	1.0	4.0
ornamental	9	9	8	8	0.18	1.0	0.11	1.0	4.0
overeager	10	9	10	9	0.2	1.0414	0.11	1.0	4.0
overridden	13	9	13	9	0.25	1.1461	0.11	1.0	4.0
overstated	10	9	9	9	0.2	1.0414	0.11	1.0	4.0
paradoxes	10	9	9	8	0.2	1.0414	0.11	1.0	4.0
paralytic	9	9	7	7	0.18	1.0	0.11	1.0	4.0
participates	9	9	9	9	0.18	1.0	0.11	1.0	4.0
Pentecostal	10	9	0	0	0.2	1.0414	0.11	1.0	4.0
perishables	9	9	9	9	0.18	1.0	0.11	1.0	4.0
perpetuates	10	9	10	9	0.2	1.0414	0.11	1.0	4.0
persistently	10	9	10	9	0.2	1.0414	0.11	1.0	4.0
pioneering	11	9	10	9	0.22	1.0792	0.11	1.0	4.0
pragmatism	11	9	10	8	0.22	1.0792	0.11	1.0	4.0
preconceptions	17	9	13	9	0.33	1.2553	0.11	1.0	4.0
preexisting	9	9	9	9	0.18	1.0	0.11	1.0	4.0
preservative	10	9	10	9	0.2	1.0414	0.11	1.0	4.0
punctuated	9	9	8	8	0.18	1.0	0.11	1.0	4.0
reconnecting	9	9	9	9	0.18	1.0	0.11	1.0	4.0
reformation	10	9	6	5	0.2	1.0414	0.11	1.0	4.0
regulating	9	9	7	7	0.18	1.0	0.11	1.0	4.0
reincarnate	14	9	14	9	0.27	1.1761	0.11	1.0	4.0
reintroduce	9	9	9	9	0.18	1.0	0.11	1.0	4.0
reliably	9	9	9	9	0.18	1.0	0.11	1.0	4.0
reorganized	9	9	9	9	0.18	1.0	0.11	1.0	4.0
repertory	16	9	9	6	0.31	1.2304	0.11	1.0	4.0
repositioned	9	9	9	9	0.18	1.0	0.11	1.0	4.0
reproductions	10	9	10	9	0.2	1.0414	0.11	1.0	4.0
retractable	9	9	9	9	0.18	1.0	0.11	1.0	4.0
revisiting	9	9	7	7	0.18	1.0	0.11	1.0	4.0
rigatoni	15	9	11	8	0.29	1.2041	0.11	1.0	4.0
rollerblading	9	9	7	7	0.18	1.0	0.11	1.0	4.0
rotisserie	9	9	8	8	0.18	1.0	0.11	1.0	4.0
separatists	12	9	12	9	0.24	1.1139	0.11	1.0	4.0
skyrocketed	9	9	9	9	0.18	1.0	0.11	1.0	4.0
sociopaths	10	9	8	8	0.2	1.0414	0.11	1.0	4.0
soliloquy	15	9	14	8	0.29	1.2041	0.11	1.0	4.0
stipulation	9	9	8	8	0.18	1.0	0.11	1.0	4.0
strenuously	9	9	9	9	0.18	1.0	0.11	1.0	4.0
supermodels	10	9	8	7	0.2	1.0414	0.11	1.0	4.0
superstructure	14	9	14	9	0.27	1.1761	0.11	1.0	4.0
surrealism	14	9	11	8	0.27	1.1761	0.11	1.0	4.0
tactically	9	9	9	9	0.18	1.0	0.11	1.0	4.0
tentatively	9	9	8	8	0.18	1.0	0.11	1.0	4.0
terrifically	11	9	11	9	0.22	1.0792	0.11	1.0	4.0
transitory	12	9	10	9	0.24	1.1139	0.11	1.0	4.0
ultrasonic	12	9	11	8	0.24	1.1139	0.11	1.0	4.0
unabated	9	9	9	9	0.18	1.0	0.11	1.0	4.0
uncomfortably	9	9	8	8	0.18	1.0	0.11	1.0	4.0
undercutting	9	9	9	9	0.18	1.0	0.11	1.0	4.0
underfunded	9	9	9	9	0.18	1.0	0.11	1.0	4.0
undeserving	9	9	9	9	0.18	1.0	0.11	1.0	4.0
unifying	9	9	9	9	0.18	1.0	0.11	1.0	4.0
uninspiring	10	9	10	9	0.2	1.0414	0.11	1.0	4.0
unintended	10	9	10	9	0.2	1.0414	0.11	1.0	4.0
unlawfully	9	9	9	9	0.18	1.0	0.11	1.0	4.0
unpretentious	9	9	9	9	0.18	1.0	0.11	1.0	4.0
unproductive	14	9	12	9	0.27	1.1761	0.11	1.0	4.0
unreported	9	9	6	6	0.18	1.0	0.11	1.0	4.0
unrestricted	11	9	9	9	0.22	1.0792	0.11	1.0	4.0
untenable	10	9	10	9	0.2	1.0414	0.11	1.0	4.0
vaccinations	9	9	9	9	0.18	1.0	0.11	1.0	4.0
violators	10	9	8	8	0.2	1.0414	0.11	1.0	4.0
aberrations	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
abolition	10	8	10	8	0.2	1.0414	0.1	0.9542	4.0
acclimated	10	8	9	8	0.2	1.0414	0.1	0.9542	4.0
accompanist	10	8	10	8	0.2	1.0414	0.1	0.9542	4.0
acidity	10	8	9	7	0.2	1.0414	0.1	0.9542	4.0
Adriatic	8	8	0	0	0.16	0.9542	0.1	0.9542	4.0
agitators	13	8	12	8	0.25	1.1461	0.1	0.9542	4.0
agrarian	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
Allegheny	9	8	0	0	0.18	1.0	0.1	0.9542	4.0
altruism	11	8	10	8	0.22	1.0792	0.1	0.9542	4.0
anabolic	8	8	5	5	0.16	0.9542	0.1	0.9542	4.0
answerable	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
apoplexy	9	8	7	7	0.18	1.0	0.1	0.9542	4.0
appellation	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
appendages	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
Aquamarine	23	8	6	6	0.45	1.3802	0.1	0.9542	4.0
Arabians	10	8	0	0	0.2	1.0414	0.1	0.9542	4.0
asphyxiate	8	8	7	7	0.16	0.9542	0.1	0.9542	4.0
attractiveness	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
Ayatollah	13	8	2	2	0.25	1.1461	0.1	0.9542	4.0
banality	10	8	10	8	0.2	1.0414	0.1	0.9542	4.0
biologists	8	8	7	7	0.16	0.9542	0.1	0.9542	4.0
Bonaventure	18	8	0	0	0.35	1.2788	0.1	0.9542	4.0
caballero	21	8	12	5	0.41	1.3424	0.1	0.9542	4.0
Californian	8	8	0	0	0.16	0.9542	0.1	0.9542	4.0
calliope	14	8	11	5	0.27	1.1761	0.1	0.9542	4.0
capacitor	14	8	14	8	0.27	1.1761	0.1	0.9542	4.0
capillary	12	8	8	4	0.24	1.1139	0.1	0.9542	4.0
captivating	8	8	7	7	0.16	0.9542	0.1	0.9542	4.0
catapulted	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
categorize	8	8	7	7	0.16	0.9542	0.1	0.9542	4.0
chiropractic	9	8	8	7	0.18	1.0	0.1	0.9542	4.0
chronology	10	8	8	6	0.2	1.0414	0.1	0.9542	4.0
chrysanthemums	10	8	10	8	0.2	1.0414	0.1	0.9542	4.0
coincident	10	8	10	8	0.2	1.0414	0.1	0.9542	4.0
coloration	10	8	9	7	0.2	1.0414	0.1	0.9542	4.0
commensurate	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
compatriots	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
compulsively	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
computations	10	8	9	8	0.2	1.0414	0.1	0.9542	4.0
conglomerates	9	8	8	8	0.18	1.0	0.1	0.9542	4.0
corollary	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
Coronado	36	8	0	0	0.71	1.5682	0.1	0.9542	4.0
criminalize	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
cryogenics	9	8	7	6	0.18	1.0	0.1	0.9542	4.0
cunnilingus	11	8	9	6	0.22	1.0792	0.1	0.9542	4.0
cylindrical	8	8	7	7	0.16	0.9542	0.1	0.9542	4.0
destabilize	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
detachable	9	8	7	7	0.18	1.0	0.1	0.9542	4.0
diastolic	9	8	8	7	0.18	1.0	0.1	0.9542	4.0
directories	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
discourages	8	8	7	7	0.16	0.9542	0.1	0.9542	4.0
dispensable	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
Ebenezer	70	8	0	0	1.37	1.8513	0.1	0.9542	4.0
educators	10	8	10	8	0.2	1.0414	0.1	0.9542	4.0
egotism	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
Eldorado	13	8	0	0	0.25	1.1461	0.1	0.9542	4.0
emasculate	8	8	5	5	0.16	0.9542	0.1	0.9542	4.0
emeritus	8	8	7	7	0.16	0.9542	0.1	0.9542	4.0
emigrating	10	8	10	8	0.2	1.0414	0.1	0.9542	4.0
ephemeral	10	8	9	7	0.2	1.0414	0.1	0.9542	4.0
fertilizers	10	8	9	7	0.2	1.0414	0.1	0.9542	4.0
fraternities	10	8	9	7	0.2	1.0414	0.1	0.9542	4.0
gelatinous	9	8	8	8	0.18	1.0	0.1	0.9542	4.0
genocidal	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
geranium	8	8	5	5	0.16	0.9542	0.1	0.9542	4.0
geraniums	12	8	9	8	0.24	1.1139	0.1	0.9542	4.0
heretical	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
hypoxia	9	8	8	7	0.18	1.0	0.1	0.9542	4.0
illegible	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
imitators	12	8	12	8	0.24	1.1139	0.1	0.9542	4.0
immortalize	8	8	6	6	0.16	0.9542	0.1	0.9542	4.0
impregnating	8	8	5	5	0.16	0.9542	0.1	0.9542	4.0
inadvertent	11	8	11	8	0.22	1.0792	0.1	0.9542	4.0
incredulous	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
infinitum	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
inflexible	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
inhabitant	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
initiates	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
interacted	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
interloper	10	8	10	8	0.2	1.0414	0.1	0.9542	4.0
intimated	10	8	9	8	0.2	1.0414	0.1	0.9542	4.0
introverted	8	8	6	6	0.16	0.9542	0.1	0.9542	4.0
inventoried	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
inviolate	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
ionosphere	10	8	10	8	0.2	1.0414	0.1	0.9542	4.0
isosceles	11	8	10	8	0.22	1.0792	0.1	0.9542	4.0
jurisprudence	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
Knickerbocker	9	8	1	1	0.18	1.0	0.1	0.9542	4.0
lavatories	12	8	12	8	0.24	1.1139	0.1	0.9542	4.0
legality	11	8	11	8	0.22	1.0792	0.1	0.9542	4.0
lesbianism	9	8	8	7	0.18	1.0	0.1	0.9542	4.0
manipulates	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
marinating	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
milliseconds	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
miniaturized	10	8	9	7	0.2	1.0414	0.1	0.9542	4.0
minimalist	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
miniseries	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
misogynist	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
modifying	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
motility	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
myopia	9	8	8	8	0.18	1.0	0.1	0.9542	4.0
Nationalists	12	8	5	4	0.24	1.1139	0.1	0.9542	4.0
naturalized	9	8	7	6	0.18	1.0	0.1	0.9542	4.0
navigated	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
neutralizes	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
oligarchy	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
organically	8	8	7	7	0.16	0.9542	0.1	0.9542	4.0
overcharging	10	8	10	8	0.2	1.0414	0.1	0.9542	4.0
overdoses	9	8	8	8	0.18	1.0	0.1	0.9542	4.0
overreaching	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
overreacts	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
overthrowing	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
ovulation	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
paralyzes	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
penultimate	10	8	9	8	0.2	1.0414	0.1	0.9542	4.0
percussionist	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
perfunctory	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
phonetically	9	8	8	8	0.18	1.0	0.1	0.9542	4.0
photocopies	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
Polytechnic	8	8	1	1	0.16	0.9542	0.1	0.9542	4.0
posttraumatic	8	8	7	7	0.16	0.9542	0.1	0.9542	4.0
preeminent	9	8	8	7	0.18	1.0	0.1	0.9542	4.0
preemptively	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
preparedness	8	8	6	6	0.16	0.9542	0.1	0.9542	4.0
Presidio	13	8	1	1	0.25	1.1461	0.1	0.9542	4.0
proclamations	10	8	9	8	0.2	1.0414	0.1	0.9542	4.0
prohibitive	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
propagated	12	8	12	8	0.24	1.1139	0.1	0.9542	4.0
propositioned	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
prosecutions	9	8	7	6	0.18	1.0	0.1	0.9542	4.0
radiators	11	8	11	8	0.22	1.0792	0.1	0.9542	4.0
receptionists	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
reconfigured	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
rededicate	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
redesigning	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
relegated	9	8	8	7	0.18	1.0	0.1	0.9542	4.0
replication	11	8	11	8	0.22	1.0792	0.1	0.9542	4.0
reverently	8	8	7	7	0.16	0.9542	0.1	0.9542	4.0
revisited	8	8	6	6	0.16	0.9542	0.1	0.9542	4.0
rigorously	10	8	10	8	0.2	1.0414	0.1	0.9542	4.0
Samaritans	8	8	1	1	0.16	0.9542	0.1	0.9542	4.0
sarcastically	11	8	9	7	0.22	1.0792	0.1	0.9542	4.0
satirical	9	8	8	7	0.18	1.0	0.1	0.9542	4.0
scopolamine	13	8	11	7	0.25	1.1461	0.1	0.9542	4.0
sedentary	9	8	7	6	0.18	1.0	0.1	0.9542	4.0
selenium	33	8	28	8	0.65	1.5315	0.1	0.9542	4.0
simulators	11	8	11	8	0.22	1.0792	0.1	0.9542	4.0
slaughterhouses	12	8	10	6	0.24	1.1139	0.1	0.9542	4.0
societal	8	8	7	7	0.16	0.9542	0.1	0.9542	4.0
solidified	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
spectrometer	8	8	7	7	0.16	0.9542	0.1	0.9542	4.0
stabilizers	14	8	13	8	0.27	1.1761	0.1	0.9542	4.0
sterility	9	8	8	7	0.18	1.0	0.1	0.9542	4.0
superseded	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
symbiosis	10	8	10	8	0.2	1.0414	0.1	0.9542	4.0
Tanzania	12	8	0	0	0.24	1.1139	0.1	0.9542	4.0
taxidermist	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
taxidermy	8	8	7	7	0.16	0.9542	0.1	0.9542	4.0
topiary	9	8	7	6	0.18	1.0	0.1	0.9542	4.0
transformations	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
undercurrent	8	8	8	8	0.16	0.9542	0.1	0.9542	4.0
undiluted	8	8	7	7	0.16	0.9542	0.1	0.9542	4.0
uneasiness	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
unedited	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
unexploded	10	8	9	8	0.2	1.0414	0.1	0.9542	4.0
unflattering	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
unicycle	11	8	10	7	0.22	1.0792	0.1	0.9542	4.0
unsuspected	8	8	7	7	0.16	0.9542	0.1	0.9542	4.0
ventilated	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
violator	9	8	8	8	0.18	1.0	0.1	0.9542	4.0
visitations	9	8	9	8	0.18	1.0	0.1	0.9542	4.0
zoological	8	8	5	5	0.16	0.9542	0.1	0.9542	4.0
abdicated	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
Abyssinian	9	7	3	1	0.18	1.0	0.08	0.9031	4.0
academies	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
accomplishes	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
actionable	13	7	13	7	0.25	1.1461	0.08	0.9031	4.0
advertises	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
affectation	7	7	6	6	0.14	0.9031	0.08	0.9031	4.0
aftereffects	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
agitating	7	7	6	6	0.14	0.9031	0.08	0.9031	4.0
alarmingly	8	7	7	7	0.16	0.9542	0.08	0.9031	4.0
allocated	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
amplifying	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
amputations	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
analyses	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
anathema	9	7	5	5	0.18	1.0	0.08	0.9031	4.0
anesthetics	9	7	9	7	0.18	1.0	0.08	0.9031	4.0
antagonists	8	7	7	6	0.16	0.9542	0.08	0.9031	4.0
anticipates	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
apprenticeship	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
arboretum	10	7	7	5	0.2	1.0414	0.08	0.9031	4.0
archenemy	13	7	13	7	0.25	1.1461	0.08	0.9031	4.0
Archimedes	11	7	0	0	0.22	1.0792	0.08	0.9031	4.0
Asiatic	8	7	0	0	0.16	0.9542	0.08	0.9031	4.0
astrologers	9	7	9	7	0.18	1.0	0.08	0.9031	4.0
attainable	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
audiotape	9	7	9	7	0.18	1.0	0.08	0.9031	4.0
automation	9	7	9	7	0.18	1.0	0.08	0.9031	4.0
bacterium	9	7	9	7	0.18	1.0	0.08	0.9031	4.0
Benedictine	8	7	0	0	0.16	0.9542	0.08	0.9031	4.0
Bohemia	11	7	1	1	0.22	1.0792	0.08	0.9031	4.0
brontosaurus	11	7	10	6	0.22	1.0792	0.08	0.9031	4.0
cannibalize	7	7	4	4	0.14	0.9031	0.08	0.9031	4.0
carburetors	7	7	5	5	0.14	0.9031	0.08	0.9031	4.0
caricatures	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
Carolinas	7	7	0	0	0.14	0.9031	0.08	0.9031	4.0
carpetbaggers	11	7	9	6	0.22	1.0792	0.08	0.9031	4.0
categorized	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
circumvented	8	7	8	7	0.16	0.9542	0.08	0.9031	4.0
coaxial	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
comically	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
comprehending	7	7	6	6	0.14	0.9031	0.08	0.9031	4.0
concertina	7	7	6	6	0.14	0.9031	0.08	0.9031	4.0
constructively	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
copyrighted	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
copywriter	9	7	9	7	0.18	1.0	0.08	0.9031	4.0
corrugated	10	7	5	4	0.2	1.0414	0.08	0.9031	4.0
cultivation	8	7	8	7	0.16	0.9542	0.08	0.9031	4.0
demonstrator	8	7	7	6	0.16	0.9542	0.08	0.9031	4.0
demoralized	9	7	9	7	0.18	1.0	0.08	0.9031	4.0
depreciate	8	7	7	7	0.16	0.9542	0.08	0.9031	4.0
digitalis	8	7	4	4	0.16	0.9542	0.08	0.9031	4.0
diminishes	7	7	6	6	0.14	0.9031	0.08	0.9031	4.0
discernible	9	7	9	7	0.18	1.0	0.08	0.9031	4.0
disfigurement	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
dispositive	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
distinguishes	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
diuretic	9	7	9	7	0.18	1.0	0.08	0.9031	4.0
domestically	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
ecosystems	8	7	8	7	0.16	0.9542	0.08	0.9031	4.0
effervescent	10	7	7	5	0.2	1.0414	0.08	0.9031	4.0
electorate	9	7	9	7	0.18	1.0	0.08	0.9031	4.0
elevations	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
eliciting	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
emanated	8	7	8	7	0.16	0.9542	0.08	0.9031	4.0
emanations	12	7	11	7	0.24	1.1139	0.08	0.9031	4.0
embarkation	10	7	8	6	0.2	1.0414	0.08	0.9031	4.0
emigration	13	7	10	6	0.25	1.1461	0.08	0.9031	4.0
emphasizes	7	7	6	6	0.14	0.9031	0.08	0.9031	4.0
encompasses	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
Englishwoman	10	7	0	0	0.2	1.0414	0.08	0.9031	4.0
entertainments	10	7	10	7	0.2	1.0414	0.08	0.9031	4.0
enunciate	7	7	6	6	0.14	0.9031	0.08	0.9031	4.0
fermentation	7	7	6	6	0.14	0.9031	0.08	0.9031	4.0
festivity	8	7	8	7	0.16	0.9542	0.08	0.9031	4.0
fragmentation	7	7	5	5	0.14	0.9031	0.08	0.9031	4.0
Garibaldi	53	7	0	0	1.04	1.7324	0.08	0.9031	4.0
geothermal	8	7	6	6	0.16	0.9542	0.08	0.9031	4.0
geriatrics	9	7	6	4	0.18	1.0	0.08	0.9031	4.0
graduations	7	7	5	5	0.14	0.9031	0.08	0.9031	4.0
Herculean	7	7	3	3	0.14	0.9031	0.08	0.9031	4.0
hieroglyphic	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
hilarity	7	7	6	6	0.14	0.9031	0.08	0.9031	4.0
Himalayan	9	7	0	0	0.18	1.0	0.08	0.9031	4.0
honeysuckle	9	7	7	5	0.18	1.0	0.08	0.9031	4.0
Hungarians	18	7	1	1	0.35	1.2788	0.08	0.9031	4.0
hydrocarbons	10	7	8	6	0.2	1.0414	0.08	0.9031	4.0
hyperbolic	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
hyphenated	7	7	6	6	0.14	0.9031	0.08	0.9031	4.0
hypotheses	9	7	9	7	0.18	1.0	0.08	0.9031	4.0
immobilize	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
immovable	8	7	8	7	0.16	0.9542	0.08	0.9031	4.0
immutable	8	7	8	7	0.16	0.9542	0.08	0.9031	4.0
implacable	8	7	8	7	0.16	0.9542	0.08	0.9031	4.0
incongruous	7	7	6	6	0.14	0.9031	0.08	0.9031	4.0
Indonesia	17	7	0	0	0.33	1.2553	0.08	0.9031	4.0
infiltrators	9	7	9	7	0.18	1.0	0.08	0.9031	4.0
initiatives	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
innuendoes	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
insoluble	7	7	6	6	0.14	0.9031	0.08	0.9031	4.0
inspirations	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
instructional	9	7	9	7	0.18	1.0	0.08	0.9031	4.0
interceded	8	7	7	7	0.16	0.9542	0.08	0.9031	4.0
interfaces	8	7	8	7	0.16	0.9542	0.08	0.9031	4.0
intersecting	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
intersections	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
intimidates	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
intonation	10	7	9	7	0.2	1.0414	0.08	0.9031	4.0
irreverence	9	7	9	7	0.18	1.0	0.08	0.9031	4.0
irreverent	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
irrigated	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
liquidating	7	7	6	6	0.14	0.9031	0.08	0.9031	4.0
machinations	8	7	8	7	0.16	0.9542	0.08	0.9031	4.0
meandering	8	7	6	6	0.16	0.9542	0.08	0.9031	4.0
meaningfully	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
melodious	8	7	8	7	0.16	0.9542	0.08	0.9031	4.0
mercurial	9	7	9	7	0.18	1.0	0.08	0.9031	4.0
Mesozoic	13	7	0	0	0.25	1.1461	0.08	0.9031	4.0
metastasized	7	7	6	6	0.14	0.9031	0.08	0.9031	4.0
microcosm	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
minimizing	7	7	5	5	0.14	0.9031	0.08	0.9031	4.0
moderator	8	7	8	7	0.16	0.9542	0.08	0.9031	4.0
modulation	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
multicolored	8	7	7	6	0.16	0.9542	0.08	0.9031	4.0
Nagasaki	9	7	0	0	0.18	1.0	0.08	0.9031	4.0
nanosecond	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
neurosurgeons	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
Nicaraguan	9	7	0	0	0.18	1.0	0.08	0.9031	4.0
noncommittal	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
noncompliance	11	7	7	6	0.22	1.0792	0.08	0.9031	4.0
omnipotence	9	7	6	5	0.18	1.0	0.08	0.9031	4.0
oratory	9	7	8	7	0.18	1.0	0.08	0.9031	4.0
oscillating	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
overseers	9	7	5	4	0.18	1.0	0.08	0.9031	4.0
overshadow	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
palpitating	7	7	7	7	0.14	0.9031	0.08	0.9031	4.0
paraphrasing	8	7	8	7	0.16	0.9542	0.08	0.9031	4.0
