Word	FREQcount	CDcount	FREQlow	Cdlow	SUBTLWF	Lg10WF	SUBTLCD	Lg10CD	syllable_count
eliminates	37	34	33	31	0.73	1.5798	0.41	1.5441	4.0
executing	39	34	38	33	0.76	1.6021	0.41	1.5441	4.0
geologist	51	34	49	33	1.0	1.716	0.41	1.5441	4.0
Himalayas	41	34	0	0	0.8	1.6232	0.41	1.5441	4.0
Hiroshima	60	34	0	0	1.18	1.7853	0.41	1.5441	4.0
informative	35	34	35	34	0.69	1.5563	0.41	1.5441	4.0
insignia	41	34	41	34	0.8	1.6232	0.41	1.5441	4.0
laboratories	38	34	26	23	0.75	1.5911	0.41	1.5441	4.0
liposuction	40	34	34	29	0.78	1.6128	0.41	1.5441	4.0
locomotive	41	34	39	34	0.8	1.6232	0.41	1.5441	4.0
magnesium	46	34	37	29	0.9	1.6721	0.41	1.5441	4.0
mutilation	48	34	44	31	0.94	1.6902	0.41	1.5441	4.0
Okinawa	65	34	0	0	1.27	1.8195	0.41	1.5441	4.0
oregano	42	34	40	32	0.82	1.6335	0.41	1.5441	4.0
overbearing	49	34	46	33	0.96	1.699	0.41	1.5441	4.0
perpetrators	42	34	39	34	0.82	1.6335	0.41	1.5441	4.0
prioritize	38	34	33	30	0.75	1.5911	0.41	1.5441	4.0
profanity	37	34	36	33	0.73	1.5798	0.41	1.5441	4.0
regimental	58	34	35	23	1.14	1.7709	0.41	1.5441	4.0
renovation	43	34	39	31	0.84	1.6435	0.41	1.5441	4.0
subconsciously	36	34	33	31	0.71	1.5682	0.41	1.5441	4.0
activation	43	33	40	30	0.84	1.6435	0.39	1.5315	4.0
Antarctica	53	33	0	0	1.04	1.7324	0.39	1.5315	4.0
Canadians	76	33	0	0	1.49	1.8865	0.39	1.5315	4.0
commentator	139	33	94	23	2.73	2.1461	0.39	1.5315	4.0
curiously	35	33	20	18	0.69	1.5563	0.39	1.5315	4.0
databases	42	33	40	33	0.82	1.6335	0.39	1.5315	4.0
decidedly	38	33	30	25	0.75	1.5911	0.39	1.5315	4.0
discontinued	34	33	32	31	0.67	1.5441	0.39	1.5315	4.0
Edinburgh	77	33	0	0	1.51	1.8921	0.39	1.5315	4.0
efficiently	33	33	32	32	0.65	1.5315	0.39	1.5315	4.0
elevation	47	33	41	33	0.92	1.6812	0.39	1.5315	4.0
epilepsy	53	33	43	31	1.04	1.7324	0.39	1.5315	4.0
etcetera	62	33	52	30	1.22	1.7993	0.39	1.5315	4.0
ethically	34	33	27	27	0.67	1.5441	0.39	1.5315	4.0
hypothesis	44	33	39	31	0.86	1.6532	0.39	1.5315	4.0
inanimate	38	33	37	32	0.75	1.5911	0.39	1.5315	4.0
malfunctioning	38	33	37	33	0.75	1.5911	0.39	1.5315	4.0
masquerading	34	33	31	30	0.67	1.5441	0.39	1.5315	4.0
mobility	35	33	34	32	0.69	1.5563	0.39	1.5315	4.0
neurosurgeon	41	33	39	31	0.8	1.6232	0.39	1.5315	4.0
pathologist	41	33	37	29	0.8	1.6232	0.39	1.5315	4.0
resuscitate	44	33	38	28	0.86	1.6532	0.39	1.5315	4.0
adventurer	37	32	33	30	0.73	1.5798	0.38	1.5185	4.0
amputation	43	32	37	28	0.84	1.6435	0.38	1.5185	4.0
Angelina	58	32	0	0	1.14	1.7709	0.38	1.5185	4.0
autopilot	51	32	41	28	1.0	1.716	0.38	1.5185	4.0
bacterial	37	32	36	31	0.73	1.5798	0.38	1.5185	4.0
benevolent	37	32	30	27	0.73	1.5798	0.38	1.5185	4.0
botanical	53	32	39	24	1.04	1.7324	0.38	1.5185	4.0
characterize	35	32	34	31	0.69	1.5563	0.38	1.5185	4.0
conservation	32	32	29	29	0.63	1.5185	0.38	1.5185	4.0
consistency	39	32	39	32	0.76	1.6021	0.38	1.5185	4.0
constipated	44	32	37	27	0.86	1.6532	0.38	1.5185	4.0
contaminate	36	32	34	32	0.71	1.5682	0.38	1.5185	4.0
continuum	77	32	76	31	1.51	1.8921	0.38	1.5185	4.0
critically	36	32	33	29	0.71	1.5682	0.38	1.5185	4.0
dehydration	40	32	35	30	0.78	1.6128	0.38	1.5185	4.0
devouring	39	32	37	30	0.76	1.6021	0.38	1.5185	4.0
dialysis	77	32	71	29	1.51	1.8921	0.38	1.5185	4.0
duplicated	42	32	41	32	0.82	1.6335	0.38	1.5185	4.0
enchilada	34	32	32	31	0.67	1.5441	0.38	1.5185	4.0
epileptic	61	32	60	32	1.2	1.7924	0.38	1.5185	4.0
fatalities	33	32	32	31	0.65	1.5315	0.38	1.5185	4.0
firecrackers	36	32	30	27	0.71	1.5682	0.38	1.5185	4.0
Huckleberry	44	32	17	13	0.86	1.6532	0.38	1.5185	4.0
incriminate	38	32	38	32	0.75	1.5911	0.38	1.5185	4.0
inflatable	37	32	33	30	0.73	1.5798	0.38	1.5185	4.0
medicated	34	32	34	32	0.67	1.5441	0.38	1.5185	4.0
melodrama	35	32	31	28	0.69	1.5563	0.38	1.5185	4.0
monogamous	42	32	40	31	0.82	1.6335	0.38	1.5185	4.0
participants	37	32	35	31	0.73	1.5798	0.38	1.5185	4.0
perpetrated	32	32	31	31	0.63	1.5185	0.38	1.5185	4.0
pleasurable	38	32	35	32	0.75	1.5911	0.38	1.5185	4.0
rearranging	33	32	29	28	0.65	1.5315	0.38	1.5185	4.0
Regrettably	33	32	16	15	0.65	1.5315	0.38	1.5185	4.0
reluctantly	33	32	25	24	0.65	1.5315	0.38	1.5185	4.0
renovations	39	32	37	31	0.76	1.6021	0.38	1.5185	4.0
sabotaging	33	32	29	28	0.65	1.5315	0.38	1.5185	4.0
skepticism	36	32	35	31	0.71	1.5682	0.38	1.5185	4.0
stereotype	36	32	36	32	0.71	1.5682	0.38	1.5185	4.0
suffocation	38	32	31	27	0.75	1.5911	0.38	1.5185	4.0
symbolism	37	32	35	30	0.73	1.5798	0.38	1.5185	4.0
terrorizing	37	32	32	28	0.73	1.5798	0.38	1.5185	4.0
theology	36	32	34	31	0.71	1.5682	0.38	1.5185	4.0
underhanded	35	32	34	32	0.69	1.5563	0.38	1.5185	4.0
undermining	32	32	30	30	0.63	1.5185	0.38	1.5185	4.0
absurdity	32	31	32	31	0.63	1.5185	0.37	1.5051	4.0
academics	35	31	33	30	0.69	1.5563	0.37	1.5051	4.0
barometer	36	31	30	25	0.71	1.5682	0.37	1.5051	4.0
belligerent	33	31	31	29	0.65	1.5315	0.37	1.5051	4.0
competitions	34	31	33	30	0.67	1.5441	0.37	1.5051	4.0
criminally	37	31	33	29	0.73	1.5798	0.37	1.5051	4.0
cultivated	31	31	30	30	0.61	1.5051	0.37	1.5051	4.0
depravity	34	31	33	31	0.67	1.5441	0.37	1.5051	4.0
encourages	32	31	32	31	0.63	1.5185	0.37	1.5051	4.0
entertainers	37	31	34	29	0.73	1.5798	0.37	1.5051	4.0
exonerate	36	31	35	30	0.71	1.5682	0.37	1.5051	4.0
genitalia	37	31	37	31	0.73	1.5798	0.37	1.5051	4.0
homophobic	37	31	35	29	0.73	1.5798	0.37	1.5051	4.0
infallible	32	31	31	30	0.63	1.5185	0.37	1.5051	4.0
innocently	32	31	29	28	0.63	1.5185	0.37	1.5051	4.0
innovation	34	31	34	31	0.67	1.5441	0.37	1.5051	4.0
insinuate	33	31	31	30	0.65	1.5315	0.37	1.5051	4.0
intestinal	32	31	29	28	0.63	1.5185	0.37	1.5051	4.0
maneuvering	52	31	31	28	1.02	1.7243	0.37	1.5051	4.0
Metropolis	52	31	24	23	1.02	1.7243	0.37	1.5051	4.0
mistakenly	33	31	33	31	0.65	1.5315	0.37	1.5051	4.0
necessities	35	31	35	31	0.69	1.5563	0.37	1.5051	4.0
nefarious	38	31	38	31	0.75	1.5911	0.37	1.5051	4.0
Philharmonic	38	31	5	5	0.75	1.5911	0.37	1.5051	4.0
Pinocchio	120	31	0	0	2.35	2.0828	0.37	1.5051	4.0
posterior	31	31	30	30	0.61	1.5051	0.37	1.5051	4.0
posterity	33	31	30	28	0.65	1.5315	0.37	1.5051	4.0
psychedelic	40	31	36	27	0.78	1.6128	0.37	1.5051	4.0
quartermaster	46	31	24	17	0.9	1.6721	0.37	1.5051	4.0
racketeering	37	31	33	28	0.73	1.5798	0.37	1.5051	4.0
regulator	41	31	40	31	0.8	1.6232	0.37	1.5051	4.0
reinforcement	44	31	39	28	0.86	1.6532	0.37	1.5051	4.0
reiterate	33	31	32	31	0.65	1.5315	0.37	1.5051	4.0
Siberian	39	31	0	0	0.76	1.6021	0.37	1.5051	4.0
stimulated	35	31	35	31	0.69	1.5563	0.37	1.5051	4.0
suburbia	38	31	31	25	0.75	1.5911	0.37	1.5051	4.0
terminating	33	31	29	28	0.65	1.5315	0.37	1.5051	4.0
tranquility	37	31	27	26	0.73	1.5798	0.37	1.5051	4.0
unbecoming	32	31	32	31	0.63	1.5185	0.37	1.5051	4.0
unresponsive	35	31	29	27	0.69	1.5563	0.37	1.5051	4.0
validation	36	31	35	31	0.71	1.5682	0.37	1.5051	4.0
veterinary	35	31	33	29	0.69	1.5563	0.37	1.5051	4.0
altercation	37	30	35	30	0.73	1.5798	0.36	1.4914	4.0
cockamamie	33	30	33	30	0.65	1.5315	0.36	1.4914	4.0
computerized	35	30	35	30	0.69	1.5563	0.36	1.4914	4.0
definitions	31	30	30	29	0.61	1.5051	0.36	1.4914	4.0
derivative	39	30	33	28	0.76	1.6021	0.36	1.4914	4.0
discontinue	34	30	28	26	0.67	1.5441	0.36	1.4914	4.0
disobeying	32	30	31	29	0.63	1.5185	0.36	1.4914	4.0
disrespecting	40	30	38	29	0.78	1.6128	0.36	1.4914	4.0
excavation	32	30	32	30	0.63	1.5185	0.36	1.4914	4.0
extensively	31	30	26	26	0.61	1.5051	0.36	1.4914	4.0
extremities	33	30	31	28	0.65	1.5315	0.36	1.4914	4.0
Filipino	59	30	0	0	1.16	1.7782	0.36	1.4914	4.0
firefighters	43	30	37	25	0.84	1.6435	0.36	1.4914	4.0
illustrated	31	30	28	27	0.61	1.5051	0.36	1.4914	4.0
impersonate	33	30	32	30	0.65	1.5315	0.36	1.4914	4.0
incognito	33	30	32	29	0.65	1.5315	0.36	1.4914	4.0
intolerance	34	30	32	28	0.67	1.5441	0.36	1.4914	4.0
irritation	32	30	32	30	0.63	1.5185	0.36	1.4914	4.0
journalistic	35	30	34	29	0.69	1.5563	0.36	1.4914	4.0
legislature	40	30	30	22	0.78	1.6128	0.36	1.4914	4.0
lividity	34	30	26	24	0.67	1.5441	0.36	1.4914	4.0
Madagascar	47	30	0	0	0.92	1.6812	0.36	1.4914	4.0
metabolic	40	30	38	29	0.78	1.6128	0.36	1.4914	4.0
moderately	34	30	30	27	0.67	1.5441	0.36	1.4914	4.0
narcissistic	32	30	26	25	0.63	1.5185	0.36	1.4914	4.0
nauseating	30	30	29	29	0.59	1.4914	0.36	1.4914	4.0
overpowering	33	30	33	30	0.65	1.5315	0.36	1.4914	4.0
paparazzi	50	30	44	29	0.98	1.7076	0.36	1.4914	4.0
prejudices	34	30	34	30	0.67	1.5441	0.36	1.4914	4.0
rationalize	31	30	31	30	0.61	1.5051	0.36	1.4914	4.0
reportedly	32	30	31	29	0.63	1.5185	0.36	1.4914	4.0
resembling	30	30	29	29	0.59	1.4914	0.36	1.4914	4.0
rheumatism	35	30	31	26	0.69	1.5563	0.36	1.4914	4.0
severity	30	30	30	30	0.59	1.4914	0.36	1.4914	4.0
speculating	31	30	31	30	0.61	1.5051	0.36	1.4914	4.0
stewardesses	35	30	28	25	0.69	1.5563	0.36	1.4914	4.0
systematic	30	30	29	29	0.59	1.4914	0.36	1.4914	4.0
unbreakable	35	30	24	22	0.69	1.5563	0.36	1.4914	4.0
undergarments	36	30	32	28	0.71	1.5682	0.36	1.4914	4.0
unhappily	32	30	21	20	0.63	1.5185	0.36	1.4914	4.0
urinating	35	30	31	26	0.69	1.5563	0.36	1.4914	4.0
vitality	34	30	33	29	0.67	1.5441	0.36	1.4914	4.0
voluptuous	38	30	34	29	0.75	1.5911	0.36	1.4914	4.0
affordable	33	29	33	29	0.65	1.5315	0.35	1.4771	4.0
alabaster	34	29	33	28	0.67	1.5441	0.35	1.4771	4.0
apparition	39	29	35	27	0.76	1.6021	0.35	1.4771	4.0
appetizing	32	29	27	25	0.63	1.5185	0.35	1.4771	4.0
astronomer	36	29	36	29	0.71	1.5682	0.35	1.4771	4.0
atrocity	32	29	29	27	0.63	1.5185	0.35	1.4771	4.0
calculation	32	29	30	27	0.63	1.5185	0.35	1.4771	4.0
counterattack	40	29	39	28	0.78	1.6128	0.35	1.4771	4.0
deviation	37	29	34	28	0.73	1.5798	0.35	1.4771	4.0
disapproval	31	29	30	28	0.61	1.5051	0.35	1.4771	4.0
dishonesty	29	29	28	28	0.57	1.4771	0.35	1.4771	4.0
disillusioned	29	29	26	26	0.57	1.4771	0.35	1.4771	4.0
disqualify	33	29	31	27	0.65	1.5315	0.35	1.4771	4.0
embodiment	29	29	29	29	0.57	1.4771	0.35	1.4771	4.0
enthusiast	29	29	28	28	0.57	1.4771	0.35	1.4771	4.0
fabricated	35	29	33	28	0.69	1.5563	0.35	1.4771	4.0
gladiator	40	29	32	23	0.78	1.6128	0.35	1.4771	4.0
idealism	32	29	30	28	0.63	1.5185	0.35	1.4771	4.0
implementing	29	29	27	27	0.57	1.4771	0.35	1.4771	4.0
improvising	33	29	29	26	0.65	1.5315	0.35	1.4771	4.0
inconvenienced	31	29	31	29	0.61	1.5051	0.35	1.4771	4.0
influencing	29	29	28	28	0.57	1.4771	0.35	1.4771	4.0
introduces	31	29	31	29	0.61	1.5051	0.35	1.4771	4.0
manageable	32	29	31	29	0.63	1.5185	0.35	1.4771	4.0
medicinal	31	29	28	26	0.61	1.5051	0.35	1.4771	4.0
obscenity	53	29	45	28	1.04	1.7324	0.35	1.4771	4.0
pedestrians	30	29	27	26	0.59	1.4914	0.35	1.4771	4.0
relocation	39	29	31	25	0.76	1.6021	0.35	1.4771	4.0
remodeling	32	29	30	27	0.63	1.5185	0.35	1.4771	4.0
renovating	30	29	28	28	0.59	1.4914	0.35	1.4771	4.0
reopening	34	29	32	28	0.67	1.5441	0.35	1.4771	4.0
respirator	37	29	35	29	0.73	1.5798	0.35	1.4771	4.0
rhinoceros	38	29	33	27	0.75	1.5911	0.35	1.4771	4.0
signifying	29	29	26	26	0.57	1.4771	0.35	1.4771	4.0
sobriety	33	29	29	26	0.65	1.5315	0.35	1.4771	4.0
subordinates	29	29	29	29	0.57	1.4771	0.35	1.4771	4.0
substantially	32	29	31	28	0.63	1.5185	0.35	1.4771	4.0
supermarkets	34	29	30	27	0.67	1.5441	0.35	1.4771	4.0
uncivilized	35	29	33	28	0.69	1.5563	0.35	1.4771	4.0
unparalleled	29	29	29	29	0.57	1.4771	0.35	1.4771	4.0
unpleasantness	29	29	27	27	0.57	1.4771	0.35	1.4771	4.0
unsupervised	31	29	31	29	0.61	1.5051	0.35	1.4771	4.0
varieties	33	29	31	28	0.65	1.5315	0.35	1.4771	4.0
acupuncture	37	28	32	25	0.73	1.5798	0.33	1.4624	4.0
admissible	37	28	37	28	0.73	1.5798	0.33	1.4624	4.0
adolescents	29	28	26	25	0.57	1.4771	0.33	1.4624	4.0
alteration	36	28	34	28	0.71	1.5682	0.33	1.4624	4.0
Bavarian	45	28	0	0	0.88	1.6628	0.33	1.4624	4.0
bilateral	30	28	24	23	0.59	1.4914	0.33	1.4624	4.0
bisexual	54	28	51	27	1.06	1.7404	0.33	1.4624	4.0
Coliseum	44	28	13	10	0.86	1.6532	0.33	1.4624	4.0
conceivably	29	28	27	26	0.57	1.4771	0.33	1.4624	4.0
congenital	28	28	26	26	0.55	1.4624	0.33	1.4624	4.0
decomposing	30	28	28	26	0.59	1.4914	0.33	1.4624	4.0
Deliverance	30	28	13	13	0.59	1.4914	0.33	1.4624	4.0
deportation	40	28	38	27	0.78	1.6128	0.33	1.4624	4.0
distinguishing	28	28	24	24	0.55	1.4624	0.33	1.4624	4.0
divinity	43	28	37	23	0.84	1.6435	0.33	1.4624	4.0
dominating	30	28	28	27	0.59	1.4914	0.33	1.4624	4.0
embolism	33	28	28	25	0.65	1.5315	0.33	1.4624	4.0
escalating	31	28	30	27	0.61	1.5051	0.33	1.4624	4.0
executor	32	28	31	28	0.63	1.5185	0.33	1.4624	4.0
expectancy	32	28	31	27	0.63	1.5185	0.33	1.4624	4.0
hierarchy	32	28	30	27	0.63	1.5185	0.33	1.4624	4.0
implicitly	28	28	25	25	0.55	1.4624	0.33	1.4624	4.0
impregnable	29	28	28	28	0.57	1.4771	0.33	1.4624	4.0
improperly	30	28	28	28	0.59	1.4914	0.33	1.4624	4.0
inhalation	33	28	31	26	0.65	1.5315	0.33	1.4624	4.0
interactive	28	28	26	26	0.55	1.4624	0.33	1.4624	4.0
mausoleum	43	28	40	27	0.84	1.6435	0.33	1.4624	4.0
missionaries	44	28	40	24	0.86	1.6532	0.33	1.4624	4.0
monogamy	46	28	42	27	0.9	1.6721	0.33	1.4624	4.0
multiplying	30	28	27	25	0.59	1.4914	0.33	1.4624	4.0
newspapermen	34	28	33	27	0.67	1.5441	0.33	1.4624	4.0
oncologist	44	28	42	28	0.86	1.6532	0.33	1.4624	4.0
overseeing	29	28	28	28	0.57	1.4771	0.33	1.4624	4.0
predatory	32	28	29	26	0.63	1.5185	0.33	1.4624	4.0
premonitions	41	28	37	25	0.8	1.6232	0.33	1.4624	4.0
refinery	49	28	45	26	0.96	1.699	0.33	1.4624	4.0
repetition	35	28	32	26	0.69	1.5563	0.33	1.4624	4.0
socializing	28	28	25	25	0.55	1.4624	0.33	1.4624	4.0
solicitor	45	28	43	27	0.88	1.6628	0.33	1.4624	4.0
stabilizing	30	28	30	28	0.59	1.4914	0.33	1.4624	4.0
subatomic	46	28	45	28	0.9	1.6721	0.33	1.4624	4.0
subordinate	31	28	31	28	0.61	1.5051	0.33	1.4624	4.0
symmetrical	30	28	27	25	0.59	1.4914	0.33	1.4624	4.0
undignified	30	28	29	27	0.59	1.4914	0.33	1.4624	4.0
videotaped	29	28	29	28	0.57	1.4771	0.33	1.4624	4.0
accumulate	29	27	28	27	0.57	1.4771	0.32	1.4472	4.0
affinity	29	27	29	27	0.57	1.4771	0.32	1.4472	4.0
anxieties	27	27	27	27	0.53	1.4472	0.32	1.4472	4.0
apprehensive	28	27	27	27	0.55	1.4624	0.32	1.4472	4.0
aspiration	29	27	26	24	0.57	1.4771	0.32	1.4472	4.0
authorizing	29	27	28	26	0.57	1.4771	0.32	1.4472	4.0
collaborate	31	27	30	26	0.61	1.5051	0.32	1.4472	4.0
compulsory	37	27	27	21	0.73	1.5798	0.32	1.4472	4.0
correlation	29	27	28	27	0.57	1.4771	0.32	1.4472	4.0
corresponding	29	27	29	27	0.57	1.4771	0.32	1.4472	4.0
crucifixion	38	27	30	20	0.75	1.5911	0.32	1.4472	4.0
degenerates	27	27	25	25	0.53	1.4472	0.32	1.4472	4.0
dignitaries	27	27	27	27	0.53	1.4472	0.32	1.4472	4.0
dimensional	55	27	44	25	1.08	1.7482	0.32	1.4472	4.0
disconcerting	27	27	27	27	0.53	1.4472	0.32	1.4472	4.0
distributing	30	27	28	26	0.59	1.4914	0.32	1.4472	4.0
environments	32	27	32	27	0.63	1.5185	0.32	1.4472	4.0
exhibiting	27	27	27	27	0.53	1.4472	0.32	1.4472	4.0
existential	37	27	36	27	0.73	1.5798	0.32	1.4472	4.0
formaldehyde	34	27	24	21	0.67	1.5441	0.32	1.4472	4.0
fraternizing	29	27	21	19	0.57	1.4771	0.32	1.4472	4.0
hideously	30	27	25	23	0.59	1.4914	0.32	1.4472	4.0
impervious	31	27	27	24	0.61	1.5051	0.32	1.4472	4.0
impregnated	31	27	31	27	0.61	1.5051	0.32	1.4472	4.0
inconspicuous	33	27	30	26	0.65	1.5315	0.32	1.4472	4.0
indicative	28	27	25	24	0.55	1.4624	0.32	1.4472	4.0
inhibitor	67	27	67	27	1.31	1.8325	0.32	1.4472	4.0
intravenous	32	27	31	27	0.63	1.5185	0.32	1.4472	4.0
meditating	34	27	33	27	0.67	1.5441	0.32	1.4472	4.0
memorizing	32	27	28	24	0.63	1.5185	0.32	1.4472	4.0
meteorite	41	27	35	26	0.8	1.6232	0.32	1.4472	4.0
Ontario	41	27	1	1	0.8	1.6232	0.32	1.4472	4.0
overzealous	29	27	26	25	0.57	1.4771	0.32	1.4472	4.0
photographing	30	27	27	24	0.59	1.4914	0.32	1.4472	4.0
psychologists	35	27	31	25	0.69	1.5563	0.32	1.4472	4.0
relentlessly	27	27	25	25	0.53	1.4472	0.32	1.4472	4.0
storyteller	27	27	27	27	0.53	1.4472	0.32	1.4472	4.0
tarantula	46	27	42	23	0.9	1.6721	0.32	1.4472	4.0
terminally	28	27	25	25	0.55	1.4624	0.32	1.4472	4.0
underrated	29	27	29	27	0.57	1.4771	0.32	1.4472	4.0
undertaken	30	27	30	27	0.59	1.4914	0.32	1.4472	4.0
validity	30	27	30	27	0.59	1.4914	0.32	1.4472	4.0
aberration	28	26	28	26	0.55	1.4624	0.31	1.4314	4.0
acknowledgment	26	26	26	26	0.51	1.4314	0.31	1.4314	4.0
adequately	27	26	26	25	0.53	1.4472	0.31	1.4314	4.0
adversaries	31	26	30	25	0.61	1.5051	0.31	1.4314	4.0
anemia	35	26	32	25	0.69	1.5563	0.31	1.4314	4.0
Annapolis	42	26	0	0	0.82	1.6335	0.31	1.4314	4.0
antiquated	28	26	26	25	0.55	1.4624	0.31	1.4314	4.0
bicarbonate	37	26	35	25	0.73	1.5798	0.31	1.4314	4.0
Catalina	48	26	1	1	0.94	1.6902	0.31	1.4314	4.0
circulated	26	26	26	26	0.51	1.4314	0.31	1.4314	4.0
civility	28	26	26	24	0.55	1.4624	0.31	1.4314	4.0
collectively	33	26	31	24	0.65	1.5315	0.31	1.4314	4.0
complimenting	27	26	25	24	0.53	1.4472	0.31	1.4314	4.0
consortium	35	26	29	22	0.69	1.5563	0.31	1.4314	4.0
countermeasures	43	26	34	23	0.84	1.6435	0.31	1.4314	4.0
delirium	36	26	31	25	0.71	1.5682	0.31	1.4314	4.0
elemental	34	26	27	23	0.67	1.5441	0.31	1.4314	4.0
esophagus	36	26	36	26	0.71	1.5682	0.31	1.4314	4.0
fanatical	27	26	24	23	0.53	1.4472	0.31	1.4314	4.0
guaranteeing	26	26	25	25	0.51	1.4314	0.31	1.4314	4.0
habitual	26	26	23	23	0.51	1.4314	0.31	1.4314	4.0
idiocy	29	26	26	23	0.57	1.4771	0.31	1.4314	4.0
impediment	30	26	30	26	0.59	1.4914	0.31	1.4314	4.0
incidental	28	26	27	25	0.55	1.4624	0.31	1.4314	4.0
ineffective	30	26	30	26	0.59	1.4914	0.31	1.4314	4.0
infestation	35	26	35	26	0.69	1.5563	0.31	1.4314	4.0
nationally	27	26	24	23	0.53	1.4472	0.31	1.4314	4.0
obscurity	27	26	27	26	0.53	1.4472	0.31	1.4314	4.0
organisms	37	26	36	25	0.73	1.5798	0.31	1.4314	4.0
overcoming	27	26	26	25	0.53	1.4472	0.31	1.4314	4.0
overpower	30	26	29	26	0.59	1.4914	0.31	1.4314	4.0
paralegal	50	26	49	25	0.98	1.7076	0.31	1.4314	4.0
pessimistic	30	26	28	25	0.59	1.4914	0.31	1.4314	4.0
photogenic	30	26	29	25	0.59	1.4914	0.31	1.4314	4.0
primordial	29	26	28	26	0.57	1.4771	0.31	1.4314	4.0
religiously	26	26	26	26	0.51	1.4314	0.31	1.4314	4.0
repetitive	29	26	27	25	0.57	1.4771	0.31	1.4314	4.0
reputations	33	26	33	26	0.65	1.5315	0.31	1.4314	4.0
superpower	32	26	32	26	0.63	1.5185	0.31	1.4314	4.0
unforgiving	26	26	26	26	0.51	1.4314	0.31	1.4314	4.0
acquisitions	33	25	21	19	0.65	1.5315	0.3	1.415	4.0
adoration	30	25	27	22	0.59	1.4914	0.3	1.415	4.0
affirmation	27	25	27	25	0.53	1.4472	0.3	1.415	4.0
anorexic	29	25	26	23	0.57	1.4771	0.3	1.415	4.0
antagonize	27	25	27	25	0.53	1.4472	0.3	1.415	4.0
auditory	27	25	24	22	0.53	1.4472	0.3	1.415	4.0
automotive	33	25	26	19	0.65	1.5315	0.3	1.415	4.0
barracuda	35	25	22	19	0.69	1.5563	0.3	1.415	4.0
barricaded	25	25	20	20	0.49	1.415	0.3	1.415	4.0
bureaucracy	26	25	24	23	0.51	1.4314	0.3	1.415	4.0
businesswoman	25	25	22	22	0.49	1.415	0.3	1.415	4.0
celebrations	28	25	26	23	0.55	1.4624	0.3	1.415	4.0
cinematic	26	25	26	25	0.51	1.4314	0.3	1.415	4.0
consecrated	30	25	29	24	0.59	1.4914	0.3	1.415	4.0
constituents	26	25	26	25	0.51	1.4314	0.3	1.415	4.0
culturally	31	25	26	22	0.61	1.5051	0.3	1.415	4.0
delightfully	28	25	22	21	0.55	1.4624	0.3	1.415	4.0
dictatorship	47	25	44	24	0.92	1.6812	0.3	1.415	4.0
disintegrate	26	25	25	24	0.51	1.4314	0.3	1.415	4.0
electrocute	29	25	27	23	0.57	1.4771	0.3	1.415	4.0
enterprising	26	25	26	25	0.51	1.4314	0.3	1.415	4.0
euphoria	25	25	23	23	0.49	1.415	0.3	1.415	4.0
exclamation	28	25	21	19	0.55	1.4624	0.3	1.415	4.0
geriatric	27	25	26	24	0.53	1.4472	0.3	1.415	4.0
Gladiators	50	25	20	16	0.98	1.7076	0.3	1.415	4.0
governmental	28	25	26	23	0.55	1.4624	0.3	1.415	4.0
illogical	29	25	29	25	0.57	1.4771	0.3	1.415	4.0
incoherent	27	25	26	24	0.53	1.4472	0.3	1.415	4.0
indirectly	26	25	21	20	0.51	1.4314	0.3	1.415	4.0
longevity	28	25	18	16	0.55	1.4624	0.3	1.415	4.0
mechanisms	28	25	26	23	0.55	1.4624	0.3	1.415	4.0
orthopedic	26	25	22	22	0.51	1.4314	0.3	1.415	4.0
perspiration	27	25	23	22	0.53	1.4472	0.3	1.415	4.0
premarital	33	25	31	24	0.65	1.5315	0.3	1.415	4.0
procedural	27	25	26	24	0.53	1.4472	0.3	1.415	4.0
provisional	37	25	24	21	0.73	1.5798	0.3	1.415	4.0
reassurance	30	25	30	25	0.59	1.4914	0.3	1.415	4.0
sacrificial	29	25	25	23	0.57	1.4771	0.3	1.415	4.0
simulator	40	25	37	24	0.78	1.6128	0.3	1.415	4.0
socialism	29	25	21	20	0.57	1.4771	0.3	1.415	4.0
specializing	25	25	25	25	0.49	1.415	0.3	1.415	4.0
stenographer	41	25	39	24	0.8	1.6232	0.3	1.415	4.0
togetherness	29	25	24	20	0.57	1.4771	0.3	1.415	4.0
undiscovered	31	25	27	22	0.61	1.5051	0.3	1.415	4.0
unqualified	27	25	27	25	0.53	1.4472	0.3	1.415	4.0
unsatisfied	28	25	27	24	0.55	1.4624	0.3	1.415	4.0
unscrupulous	29	25	28	25	0.57	1.4771	0.3	1.415	4.0
vegetation	41	25	38	22	0.8	1.6232	0.3	1.415	4.0
workaholic	28	25	27	24	0.55	1.4624	0.3	1.415	4.0
accomplishing	26	24	26	24	0.51	1.4314	0.29	1.3979	4.0
amiable	30	24	28	24	0.59	1.4914	0.29	1.3979	4.0
annually	25	24	25	24	0.49	1.415	0.29	1.3979	4.0
carnivorous	26	24	26	24	0.51	1.4314	0.29	1.3979	4.0
commissary	29	24	28	23	0.57	1.4771	0.29	1.3979	4.0
conspiracies	25	24	24	23	0.49	1.415	0.29	1.3979	4.0
consummated	32	24	30	23	0.63	1.5185	0.29	1.3979	4.0
demonstrators	30	24	26	21	0.59	1.4914	0.29	1.3979	4.0
detonators	42	24	40	22	0.82	1.6335	0.29	1.3979	4.0
diminishing	24	24	24	24	0.47	1.3979	0.29	1.3979	4.0
