Word	FREQcount	CDcount	FREQlow	Cdlow	SUBTLWF	Lg10WF	SUBTLCD	Lg10CD	syllable_count
figure	6598	3693	6356	3613	129.37	3.8195	44.03	3.5675	2.0
calling	6311	3660	6009	3563	123.75	3.8002	43.63	3.5636	2.0
unless	5798	3653	3557	2603	113.69	3.7634	43.55	3.5628	2.0
Hurry	8856	3638	4188	2554	173.65	3.9473	43.37	3.561	2.0
except	5696	3610	3434	2472	111.69	3.7556	43.04	3.5576	2.0
wonder	5966	3567	5465	3364	116.98	3.7758	42.53	3.5524	2.0
giving	5613	3561	5383	3485	110.06	3.7493	42.45	3.5517	2.0
somewhere	5688	3528	5142	3331	111.53	3.755	42.06	3.5477	2.0
follow	6283	3431	4659	2885	123.2	3.7982	40.9	3.5355	2.0
seeing	5591	3430	5228	3268	109.63	3.7476	40.89	3.5354	2.0
Mrs	15858	3415	57	36	310.94	4.2003	40.71	3.5335	2.0
explain	5670	3386	5321	3267	111.18	3.7537	40.37	3.5298	2.0
husband	9935	3377	9797	3359	194.8	3.9972	40.26	3.5287	2.0
police	12044	3369	9934	3146	236.16	4.0808	40.16	3.5276	2.0
city	8624	3321	5760	2637	169.1	3.9358	39.59	3.5214	2.0
moving	6104	3320	5744	3178	119.69	3.7857	39.58	3.5213	2.0
meeting	6752	3307	6589	3256	132.39	3.8295	39.43	3.5196	2.0
expect	5299	3306	5220	3285	103.9	3.7243	39.41	3.5194	2.0
rather	5825	3305	5546	3236	114.22	3.7654	39.4	3.5193	2.0
country	8254	3298	8030	3244	161.84	3.9167	39.32	3.5184	2.0
become	5894	3286	5798	3260	115.57	3.7705	39.18	3.5168	2.0
early	5510	3284	5221	3192	108.04	3.7412	39.15	3.5165	2.0
longer	5046	3279	4992	3260	98.94	3.703	39.09	3.5159	2.0
children	8930	3276	8314	3161	175.1	3.9509	39.06	3.5155	2.0
handle	5529	3272	5439	3255	108.41	3.7427	39.01	3.5149	2.0
control	6662	3263	5978	3139	130.63	3.8237	38.9	3.5138	2.0
careful	5550	3256	4396	2813	108.82	3.7444	38.82	3.5128	2.0
forgot	5045	3217	4886	3146	98.92	3.7029	38.35	3.5076	2.0
busy	5433	3206	5214	3141	106.53	3.7351	38.22	3.5061	2.0
picture	7061	3178	6868	3119	138.45	3.8489	37.89	3.5023	2.0
questions	6016	3169	5900	3139	117.96	3.7794	37.78	3.5011	2.0
tired	5745	3148	5544	3097	112.65	3.7594	37.53	3.4982	2.0
watching	5081	3138	4818	3033	99.63	3.706	37.41	3.4968	2.0
quiet	5978	3135	4377	2683	117.22	3.7766	37.37	3.4964	2.0
finish	5045	3124	4582	2942	98.92	3.7029	37.24	3.4949	2.0
mistake	5200	3121	5156	3115	101.96	3.7161	37.21	3.4944	2.0
ladies	7054	3101	4390	2295	138.31	3.8485	36.97	3.4916	2.0
needed	4818	3101	4789	3093	94.47	3.683	36.97	3.4916	2.0
cannot	6465	3080	6380	3058	126.76	3.8106	36.72	3.4887	2.0
given	4851	3071	4579	2962	95.12	3.6859	36.61	3.4874	2.0
worried	4831	3061	4770	3041	94.73	3.6841	36.49	3.486	2.0
sister	9207	3046	7971	2911	180.53	3.9642	36.31	3.4839	2.0
coffee	7371	3039	6559	2876	144.53	3.8676	36.23	3.4829	2.0
sitting	4814	3005	4549	2902	94.39	3.6826	35.82	3.478	2.0
daughter	8739	2993	8576	2957	171.35	3.9415	35.68	3.4763	2.0
power	7600	2980	7049	2854	149.02	3.8809	35.53	3.4744	2.0
middle	4549	2957	4154	2785	89.2	3.658	35.25	3.471	2.0
human	6363	2931	5908	2827	124.76	3.8037	34.94	3.4672	2.0
Perhaps	6939	2926	2963	1778	136.06	3.8414	34.88	3.4664	2.0
others	5061	2916	4799	2826	99.24	3.7043	34.76	3.4649	2.0
parents	7177	2902	6954	2864	140.73	3.856	34.6	3.4628	2.0
across	4801	2892	4577	2814	94.14	3.6814	34.48	3.4613	2.0
Besides	4328	2891	1162	1021	84.86	3.6364	34.47	3.4612	2.0
table	5387	2889	5136	2826	105.63	3.7314	34.44	3.4609	2.0
simple	4555	2861	4169	2706	89.31	3.6586	34.11	3.4567	2.0
suppose	6416	2854	5507	2688	125.8	3.8073	34.02	3.4556	2.0
secret	5585	2847	4969	2688	109.51	3.7471	33.94	3.4545	2.0
instead	4043	2822	3268	2409	79.27	3.6068	33.64	3.4507	2.0
relax	4936	2807	2806	1884	96.78	3.6935	33.46	3.4484	2.0
evening	6155	2803	5716	2681	120.69	3.7893	33.42	3.4478	2.0
wearing	4410	2790	4329	2753	86.47	3.6445	33.26	3.4458	2.0
cover	4808	2782	4247	2569	94.27	3.6821	33.17	3.4445	2.0
seven	5327	2780	3853	2305	104.45	3.7266	33.14	3.4442	2.0
finished	4269	2777	4047	2675	83.71	3.6304	33.11	3.4437	2.0
enjoy	4222	2769	3149	2236	82.78	3.6256	33.01	3.4425	2.0
surprise	4534	2738	3954	2556	88.9	3.6566	32.64	3.4376	2.0
lying	4472	2733	4319	2687	87.69	3.6506	32.58	3.4368	2.0
standing	3994	2702	3712	2588	78.31	3.6015	32.21	3.4318	2.0
music	7734	2699	6912	2508	151.65	3.8885	32.18	3.4314	2.0
certain	4354	2654	4170	2582	85.37	3.639	31.64	3.4241	2.0
Daddy	9439	2645	2455	1238	185.08	3.975	31.53	3.4226	2.0
future	5278	2631	5099	2607	103.49	3.7226	31.37	3.4203	2.0
missing	4484	2626	4301	2575	87.92	3.6518	31.31	3.4195	2.0
paper	5271	2626	4995	2557	103.35	3.722	31.31	3.4195	2.0
present	4562	2622	4340	2544	89.45	3.6593	31.26	3.4188	2.0
report	5508	2621	5109	2527	108.0	3.7411	31.25	3.4186	2.0
return	4676	2611	4311	2508	91.69	3.67	31.13	3.417	2.0
realize	4032	2604	4009	2596	79.06	3.6056	31.04	3.4158	2.0
pleasure	4118	2545	3711	2365	80.75	3.6148	30.34	3.4059	2.0
putting	3467	2537	3259	2417	67.98	3.5401	30.25	3.4045	2.0
figured	3893	2533	3733	2461	76.33	3.5904	30.2	3.4038	2.0
million	6145	2528	6091	2519	120.49	3.7886	30.14	3.4029	2.0
neither	3451	2527	2037	1637	67.67	3.5381	30.13	3.4028	2.0
during	3872	2524	3369	2310	75.92	3.588	30.09	3.4023	2.0
using	3520	2513	3301	2398	69.02	3.5467	29.96	3.4004	2.0
starting	3558	2500	3233	2326	69.76	3.5513	29.8	3.3981	2.0
lovely	4853	2473	4163	2247	95.16	3.6861	29.48	3.3934	2.0
walking	3826	2470	3559	2368	75.02	3.5829	29.45	3.3929	2.0
holding	3530	2442	3362	2378	69.22	3.5479	29.11	3.3879	2.0
window	4386	2442	4287	2410	86.0	3.6422	29.11	3.3879	2.0
hungry	3931	2441	3690	2352	77.08	3.5946	29.1	3.3877	2.0
problems	3931	2427	3857	2395	77.08	3.5946	28.93	3.3852	2.0
message	4667	2424	4509	2392	91.51	3.6691	28.9	3.3847	2.0
building	5078	2411	4690	2305	99.57	3.7058	28.74	3.3824	2.0
broken	3634	2409	3450	2356	71.25	3.5605	28.72	3.382	2.0
service	4076	2407	3427	2188	79.92	3.6103	28.7	3.3817	2.0
record	4365	2395	4265	2365	85.59	3.6401	28.55	3.3795	2.0
bother	3436	2383	3399	2370	67.37	3.5362	28.41	3.3773	2.0
killing	3965	2381	3694	2296	77.75	3.5984	28.39	3.3769	2.0
single	3676	2377	3452	2279	72.08	3.5655	28.34	3.3762	2.0
offer	3810	2371	3740	2342	74.71	3.581	28.27	3.3751	2.0
favor	3609	2370	3569	2366	70.76	3.5575	28.25	3.3749	2.0
upset	3800	2354	3768	2352	74.51	3.5799	28.06	3.372	2.0
forward	3689	2341	3323	2254	72.33	3.567	27.91	3.3696	2.0
honest	3689	2331	3241	2128	72.33	3.567	27.79	3.3677	2.0
speaking	3565	2326	2507	1775	69.9	3.5522	27.73	3.3668	2.0
buddy	5247	2321	4328	2189	102.88	3.72	27.67	3.3659	2.0
th	4989	2289	4944	2274	97.82	3.6981	27.29	3.3598	2.0
Jesus	8220	2273	25	18	161.18	3.9149	27.1	3.3568	2.0
Goodbye	5942	2268	2106	1294	116.51	3.774	27.04	3.3558	2.0
respect	3644	2265	3476	2226	71.45	3.5617	27.0	3.3553	2.0
agree	3298	2264	3269	2253	64.67	3.5184	26.99	3.3551	2.0
driving	3780	2264	3627	2207	74.12	3.5776	26.99	3.3551	2.0
Tv	5199	2263	76	50	101.94	3.716	26.98	3.3549	2.0
private	3874	2257	3215	2108	75.96	3.5883	26.91	3.3537	2.0
whether	3424	2253	2876	1985	67.14	3.5347	26.86	3.353	2.0
system	4667	2240	4500	2200	91.51	3.6691	26.7	3.3504	2.0
mention	3033	2211	2985	2184	59.47	3.482	26.36	3.3448	2.0
forgive	3917	2209	2792	1779	76.8	3.5931	26.34	3.3444	2.0
carry	3361	2181	2973	2003	65.9	3.5266	26.0	3.3389	2.0
plenty	3178	2181	2704	1961	62.31	3.5023	26.0	3.3389	2.0
notice	3022	2170	2833	2069	59.25	3.4804	25.87	3.3367	2.0
involved	3465	2164	3441	2160	67.94	3.5398	25.8	3.3355	2.0
protect	3583	2161	3390	2098	70.25	3.5544	25.76	3.3349	2.0
promised	3169	2160	3105	2139	62.14	3.5011	25.75	3.3347	2.0
upstairs	3607	2155	3327	2044	70.73	3.5573	25.69	3.3336	2.0
hundred	4015	2138	3884	2090	78.73	3.6038	25.49	3.3302	2.0
gotten	2768	2134	2757	2132	54.27	3.4423	25.44	3.3294	2.0
normal	3589	2134	3410	2086	70.37	3.5551	25.44	3.3294	2.0
admit	3019	2125	2727	1999	59.2	3.48	25.33	3.3276	2.0
public	3625	2107	3330	1998	71.08	3.5594	25.12	3.3239	2.0
eating	3102	2105	2954	2040	60.82	3.4918	25.1	3.3235	2.0
nervous	3425	2105	3272	2047	67.16	3.5348	25.1	3.3235	2.0
movie	6271	2101	6103	2066	122.96	3.7974	25.05	3.3226	2.0
station	4033	2099	3606	1960	79.08	3.6057	25.02	3.3222	2.0
surprised	2808	2099	2669	2017	55.06	3.4486	25.02	3.3222	2.0
awful	3234	2092	3046	2029	63.41	3.5099	24.94	3.3208	2.0
visit	2993	2091	2950	2069	58.69	3.4763	24.93	3.3206	2.0
staying	3040	2085	2936	2034	59.61	3.483	24.86	3.3193	2.0
dying	3416	2084	3305	2049	66.98	3.5336	24.85	3.3191	2.0
extra	3017	2070	2744	1969	59.16	3.4797	24.68	3.3162	2.0
dirty	3389	2060	3007	1907	66.45	3.5302	24.56	3.3141	2.0
fighting	3611	2056	3386	1995	70.8	3.5577	24.51	3.3132	2.0
marry	5322	2046	4991	1997	104.35	3.7262	24.39	3.3111	2.0
murder	5717	2046	5277	1977	112.1	3.7572	24.39	3.3111	2.0
sleeping	3027	2041	2828	1937	59.35	3.4812	24.33	3.3101	2.0
keeping	2608	2040	2395	1927	51.14	3.4165	24.32	3.3098	2.0
hotel	5264	2021	4201	1797	103.22	3.7214	24.09	3.3058	2.0
often	2925	2017	2823	1971	57.35	3.4663	24.05	3.3049	2.0
losing	2722	2016	2549	1935	53.37	3.435	24.03	3.3047	2.0
begin	2906	2013	2743	1945	56.98	3.4634	24.0	3.3041	2.0
English	3777	2007	65	49	74.06	3.5773	23.93	3.3028	2.0
seconds	3603	2000	3580	1991	70.65	3.5568	23.84	3.3012	2.0
reading	3133	1988	2974	1924	61.43	3.4961	23.7	3.2986	2.0
within	3017	1983	2740	1873	59.16	3.4797	23.64	3.2975	2.0
places	2706	1973	2573	1915	53.06	3.4325	23.52	3.2953	2.0
double	3198	1972	2558	1686	62.71	3.505	23.51	3.2951	2.0
breakfast	3381	1966	3025	1846	66.29	3.5292	23.44	3.2938	2.0
hoping	2544	1965	2478	1933	49.88	3.4057	23.43	3.2936	2.0
attack	3853	1957	3636	1901	75.55	3.5859	23.33	3.2918	2.0
bigger	2765	1948	2618	1885	54.22	3.4419	23.22	3.2898	2.0
girlfriend	3881	1946	3775	1919	76.1	3.5891	23.2	3.2894	2.0
helping	2588	1941	2487	1891	50.75	3.4131	23.14	3.2882	2.0
college	4344	1921	3918	1801	85.18	3.638	22.9	3.2838	2.0
decide	2571	1920	2528	1902	50.41	3.4103	22.89	3.2835	2.0
hanging	2735	1920	2538	1811	53.63	3.4371	22.89	3.2835	2.0
darling	6613	1907	5095	1724	129.67	3.8205	22.73	3.2806	2.0
Holy	3475	1889	884	577	68.14	3.5411	22.52	3.2765	2.0
honor	4912	1887	2989	1578	96.31	3.6913	22.5	3.276	2.0
machine	3583	1880	3319	1822	70.25	3.5544	22.41	3.2744	2.0
feelings	2938	1869	2875	1857	57.61	3.4682	22.28	3.2718	2.0
complete	2636	1866	2495	1789	51.69	3.4211	22.25	3.2711	2.0
Uncle	6327	1865	2225	1059	124.06	3.8013	22.23	3.2709	2.0
angry	3008	1864	2890	1826	58.98	3.4784	22.22	3.2707	2.0
accept	2692	1861	2598	1820	52.78	3.4302	22.19	3.27	2.0
hardly	2613	1858	2312	1666	51.24	3.4173	22.15	3.2693	2.0
action	3115	1857	2748	1737	61.08	3.4936	22.14	3.269	2.0
silly	2912	1845	2654	1730	57.1	3.4643	22.0	3.2662	2.0
bathroom	3145	1835	3039	1787	61.67	3.4978	21.88	3.2639	2.0
sweetheart	3272	1830	2609	1592	64.16	3.5149	21.82	3.2627	2.0
boyfriend	3684	1829	3583	1810	72.24	3.5664	21.8	3.2625	2.0
interest	2598	1828	2583	1821	50.94	3.4148	21.79	3.2622	2.0
contact	3305	1826	3084	1766	64.8	3.5193	21.77	3.2617	2.0
herself	2675	1822	2664	1819	52.45	3.4275	21.72	3.2608	2.0
willing	2512	1822	2484	1806	49.25	3.4002	21.72	3.2608	2.0
apart	2398	1821	2281	1748	47.02	3.38	21.71	3.2605	2.0
upon	3199	1817	3045	1749	62.73	3.5051	21.66	3.2596	2.0
kitchen	2974	1815	2807	1750	58.31	3.4735	21.64	3.2591	2.0
acting	2675	1813	2533	1746	52.45	3.4275	21.61	3.2586	2.0
further	2690	1813	2597	1774	52.75	3.4299	21.61	3.2586	2.0
corner	2679	1806	2573	1761	52.53	3.4281	21.53	3.257	2.0
quickly	2881	1804	2358	1620	56.49	3.4597	21.51	3.2565	2.0
thousand	3534	1802	3449	1763	69.29	3.5484	21.48	3.256	2.0
pictures	3477	1801	3287	1750	68.18	3.5413	21.47	3.2558	2.0
lately	2459	1795	2291	1698	48.22	3.3909	21.4	3.2543	2.0
pardon	3297	1788	1840	1140	64.65	3.5183	21.32	3.2526	2.0
Captain	10622	1785	2630	953	208.27	4.0262	21.28	3.2519	2.0
dollars	3998	1782	3938	1757	78.39	3.602	21.24	3.2512	2.0
knowing	2307	1781	2032	1621	45.24	3.3632	21.23	3.2509	2.0
above	2493	1778	2350	1703	48.88	3.3969	21.2	3.2502	2.0
bottom	2546	1778	2329	1654	49.92	3.406	21.2	3.2502	2.0
bringing	2282	1772	2147	1692	44.75	3.3585	21.13	3.2487	2.0
partner	3836	1772	3739	1762	75.22	3.584	21.13	3.2487	2.0
Ok	25928	1771	1617	344	508.39	4.4138	21.11	3.2485	2.0
themselves	2343	1766	2342	1765	45.94	3.37	21.05	3.2472	2.0
empty	2409	1764	2214	1663	47.24	3.382	21.03	3.2467	2.0
Major	5343	1760	2354	1443	104.76	3.7279	20.98	3.2458	2.0
letter	4213	1758	4140	1738	82.61	3.6247	20.96	3.2453	2.0
drinking	2685	1753	2565	1699	52.65	3.4291	20.9	3.244	2.0
marriage	3930	1747	3686	1694	77.06	3.5945	20.83	3.2425	2.0
allowed	2286	1729	2278	1726	44.82	3.3593	20.61	3.238	2.0
final	2533	1712	2321	1606	49.67	3.4038	20.41	3.2338	2.0
somehow	2310	1708	1757	1369	45.29	3.3638	20.36	3.2327	2.0
asleep	2541	1705	2485	1679	49.82	3.4052	20.33	3.232	2.0
arrest	3037	1691	2759	1608	59.55	3.4826	20.16	3.2284	2.0
address	2666	1688	2571	1642	52.27	3.426	20.12	3.2276	2.0
closer	2329	1688	2188	1636	45.67	3.3674	20.12	3.2276	2.0
heavy	2412	1688	2210	1590	47.29	3.3826	20.12	3.2276	2.0
lawyer	4055	1686	3959	1669	79.51	3.6081	20.1	3.2271	2.0
concerned	2261	1685	2228	1676	44.33	3.3545	20.09	3.2269	2.0
deserve	2230	1682	2221	1679	43.73	3.3485	20.05	3.2261	2.0
advice	2447	1679	2413	1664	47.98	3.3888	20.02	3.2253	2.0
discuss	2329	1675	2296	1663	45.67	3.3674	19.97	3.2243	2.0
birthday	4958	1672	4766	1642	97.22	3.6954	19.93	3.2235	2.0
bastard	3348	1669	2862	1538	65.65	3.5249	19.9	3.2227	2.0
noticed	2131	1666	2121	1660	41.78	3.3288	19.86	3.2219	2.0
crying	2709	1664	2562	1621	53.12	3.433	19.84	3.2214	2.0
allow	2263	1660	1840	1419	44.37	3.3549	19.79	3.2204	2.0
support	2587	1658	2489	1620	50.73	3.413	19.77	3.2198	2.0
pressure	2709	1655	2509	1610	53.12	3.433	19.73	3.2191	2.0
